uid,浏览量,点赞量,观看作者数,观看作品数,观看作品平均时长,观看配乐数,完整观看数,去过的城市数,观看作品城市数
12174,68,0,66,68,11.0,57.0,28,1.0,53.0
12175,42,0,40,42,12.095238095238095,39.0,21,1.0,37.0
12176,143,5,138,143,11.342657342657343,121.0,89,1.0,86.0
12177,101,0,82,101,11.643564356435643,91.0,39,1.0,55.0
12178,12,0,11,12,11.333333333333334,12.0,2,1.0,7.0
12179,8,0,8,8,11.625,7.0,7,1.0,7.0
12180,41,0,39,41,11.121951219512194,35.0,22,1.0,33.0
12181,15,0,14,15,12.933333333333334,14.0,9,1.0,14.0
12183,37,0,35,37,11.432432432432432,37.0,8,1.0,29.0
12184,6,0,6,6,8.333333333333334,6.0,0,1.0,6.0
12185,18,0,18,18,12.444444444444445,17.0,3,1.0,17.0
12186,5,0,5,5,8.0,5.0,2,1.0,5.0
12187,31,0,30,31,9.903225806451612,30.0,10,1.0,26.0
12188,120,0,119,120,11.908333333333333,99.0,25,1.0,79.0
12189,3,0,3,3,10.0,3.0,3,1.0,3.0
12190,270,0,245,270,11.385185185185184,210.0,53,2.0,110.0
12191,57,0,51,57,10.75438596491228,49.0,29,1.0,40.0
12192,4,0,4,4,8.5,4.0,2,1.0,4.0
12193,69,0,67,69,12.869565217391305,65.0,46,1.0,48.0
12194,42,0,41,42,12.476190476190476,41.0,13,1.0,33.0
12195,10,0,10,10,9.5,10.0,7,1.0,10.0
12196,7,0,7,7,8.142857142857142,7.0,1,1.0,7.0
12197,27,0,27,27,11.25925925925926,26.0,13,1.0,25.0
12198,34,0,33,34,11.617647058823529,31.0,15,1.0,30.0
12199,35,0,34,35,10.514285714285714,34.0,15,1.0,28.0
12200,23,0,19,23,11.043478260869565,23.0,4,1.0,6.0
12201,14,0,14,14,10.357142857142858,14.0,7,1.0,14.0
12202,6,0,6,6,12.333333333333334,6.0,2,1.0,5.0
12203,44,4,43,44,9.909090909090908,41.0,28,1.0,31.0
12204,89,0,85,89,9.617977528089888,68.0,25,1.0,65.0
12205,103,0,100,103,12.03883495145631,92.0,86,1.0,69.0
12206,39,0,38,39,9.923076923076923,38.0,14,1.0,34.0
12207,15,0,15,15,11.2,15.0,6,1.0,13.0
12208,3,0,3,3,7.666666666666667,3.0,1,1.0,3.0
12209,13,0,12,13,9.0,13.0,4,1.0,11.0
12210,3,0,3,3,8.666666666666666,3.0,2,1.0,3.0
12211,10,0,10,10,18.2,10.0,4,1.0,10.0
12212,14,0,14,14,9.785714285714286,14.0,5,1.0,14.0
12213,8,0,8,8,9.75,7.0,7,1.0,8.0
12214,42,0,39,42,11.738095238095237,39.0,31,2.0,29.0
12215,23,0,21,23,11.217391304347826,23.0,15,1.0,16.0
12216,92,0,92,92,10.902173913043478,77.0,53,1.0,51.0
12217,13,0,13,13,11.538461538461538,11.0,6,3.0,13.0
12218,34,0,34,34,11.588235294117647,30.0,7,1.0,33.0
12219,23,0,23,23,11.652173913043478,22.0,6,2.0,14.0
12220,13,0,13,13,13.384615384615385,13.0,5,3.0,12.0
12221,59,0,56,59,12.491525423728813,52.0,29,1.0,50.0
12222,41,0,41,41,10.829268292682928,33.0,22,2.0,33.0
12223,12,0,12,12,12.833333333333334,12.0,0,1.0,12.0
12224,14,0,14,14,11.5,14.0,7,1.0,14.0
12225,7,0,7,7,7.285714285714286,7.0,5,1.0,7.0
12226,67,0,65,67,11.134328358208956,65.0,18,1.0,53.0
12227,85,2,80,85,10.647058823529411,78.0,31,1.0,52.0
12228,34,0,33,34,12.117647058823529,32.0,18,1.0,29.0
12229,108,0,107,108,11.768518518518519,87.0,53,1.0,68.0
12230,3,0,3,3,9.666666666666666,3.0,2,1.0,3.0
12231,8,0,8,8,10.0,8.0,0,1.0,6.0
12232,5,0,5,5,9.8,5.0,0,1.0,5.0
12233,116,0,113,116,10.810344827586206,93.0,38,1.0,80.0
12235,15,0,15,15,9.0,15.0,7,1.0,15.0
12236,82,0,77,82,10.365853658536585,69.0,40,1.0,59.0
12237,14,0,14,14,8.928571428571429,13.0,11,1.0,13.0
12238,44,0,44,44,9.727272727272727,36.0,18,1.0,34.0
12239,2,0,2,2,9.5,2.0,0,1.0,2.0
12240,33,0,32,33,10.181818181818182,29.0,17,2.0,27.0
12241,4,0,4,4,11.5,4.0,2,1.0,4.0
12242,301,1,256,301,10.411960132890366,229.0,72,1.0,122.0
12243,56,0,55,56,12.142857142857142,54.0,38,2.0,37.0
12244,17,0,17,17,12.058823529411764,16.0,10,1.0,16.0
12245,3,0,3,3,19.333333333333332,3.0,1,1.0,3.0
12246,49,8,47,49,11.755102040816327,40.0,44,1.0,41.0
12247,65,0,64,65,11.015384615384615,61.0,11,1.0,52.0
12248,25,0,24,25,9.36,24.0,13,1.0,22.0
12249,2,0,2,2,10.0,2.0,1,2.0,2.0
12250,58,0,53,58,11.155172413793103,53.0,7,1.0,43.0
12251,54,0,54,54,10.666666666666666,49.0,9,1.0,44.0
12252,14,0,13,14,13.714285714285714,13.0,9,2.0,12.0
12253,23,0,23,23,13.08695652173913,23.0,6,1.0,22.0
12254,87,0,85,87,10.977011494252874,61.0,40,2.0,60.0
12255,23,0,23,23,11.869565217391305,23.0,11,1.0,22.0
12256,22,0,22,22,11.272727272727273,18.0,6,1.0,15.0
12258,3,0,3,3,8.333333333333334,3.0,2,1.0,3.0
12259,20,2,20,20,13.75,17.0,6,3.0,18.0
12260,60,0,58,60,12.45,53.0,45,1.0,42.0
12261,6,1,6,6,8.666666666666666,6.0,2,1.0,5.0
12262,25,0,25,25,10.68,25.0,10,1.0,15.0
12263,53,0,53,53,11.90566037735849,50.0,18,1.0,44.0
12264,11,0,11,11,14.636363636363637,11.0,6,1.0,11.0
12265,33,0,32,33,12.151515151515152,31.0,15,1.0,26.0
12266,16,0,16,16,11.0,16.0,8,1.0,16.0
12267,52,0,52,52,9.461538461538462,47.0,7,3.0,40.0
12268,29,0,28,29,10.310344827586206,28.0,9,1.0,24.0
12269,14,0,14,14,9.857142857142858,13.0,5,1.0,12.0
12270,15,0,15,15,10.4,14.0,7,1.0,15.0
12271,29,0,28,29,12.10344827586207,26.0,17,1.0,27.0
12272,5,1,5,5,13.2,5.0,2,1.0,5.0
12273,38,0,38,38,10.552631578947368,33.0,27,1.0,33.0
12274,27,0,27,27,10.777777777777779,27.0,7,1.0,22.0
12275,4,0,4,4,12.5,4.0,3,2.0,4.0
12276,15,0,15,15,9.066666666666666,15.0,11,1.0,14.0
12277,16,0,16,16,10.875,16.0,7,2.0,15.0
12278,13,0,13,13,11.153846153846153,13.0,6,2.0,13.0
12279,40,0,38,40,12.125,36.0,6,2.0,9.0
12280,23,0,23,23,12.08695652173913,23.0,17,1.0,22.0
12281,91,0,85,91,10.516483516483516,74.0,4,2.0,7.0
12282,25,0,24,25,14.08,23.0,11,1.0,23.0
12283,45,0,44,45,12.866666666666667,45.0,17,3.0,38.0
12284,11,0,11,11,8.545454545454545,11.0,5,1.0,9.0
12285,29,0,28,29,11.689655172413794,26.0,11,1.0,25.0
12286,5,0,5,5,5.6,4.0,0,1.0,2.0
12287,53,0,51,53,12.49056603773585,50.0,11,2.0,39.0
12288,35,0,35,35,10.17142857142857,31.0,20,1.0,28.0
12289,39,0,38,39,10.64102564102564,37.0,25,1.0,34.0
12290,189,0,156,189,10.100529100529101,145.0,57,1.0,94.0
12291,25,0,25,25,9.36,24.0,14,1.0,23.0
12292,4,0,4,4,8.75,4.0,2,1.0,3.0
12293,79,0,77,79,11.569620253164556,69.0,38,1.0,49.0
12294,48,0,45,48,10.833333333333334,41.0,28,2.0,33.0
12295,2,0,2,2,24.0,2.0,1,1.0,2.0
12296,37,0,37,37,12.675675675675675,34.0,17,3.0,33.0
12297,4,0,4,4,6.5,4.0,3,1.0,4.0
12298,10,0,10,10,10.6,9.0,3,1.0,10.0
12299,28,0,27,28,10.857142857142858,22.0,20,1.0,27.0
12300,53,0,51,53,11.471698113207546,49.0,17,1.0,41.0
12301,12,1,12,12,13.166666666666666,12.0,7,1.0,11.0
12302,18,0,18,18,15.777777777777779,17.0,3,1.0,17.0
12303,119,0,108,119,10.983193277310924,107.0,32,1.0,63.0
12304,7,0,7,7,12.0,7.0,3,1.0,7.0
12305,45,0,44,45,10.311111111111112,43.0,36,1.0,35.0
12307,15,0,15,15,13.266666666666667,15.0,5,1.0,14.0
12308,107,0,104,107,12.42056074766355,94.0,54,1.0,73.0
12309,165,1,156,165,11.49090909090909,140.0,72,1.0,90.0
12310,59,0,56,59,10.169491525423728,53.0,26,3.0,43.0
12311,4,0,4,4,8.25,4.0,2,1.0,3.0
12312,11,0,11,11,11.727272727272727,11.0,7,1.0,10.0
12313,144,1,125,144,10.29861111111111,124.0,28,1.0,70.0
12314,44,0,44,44,11.227272727272727,41.0,14,1.0,34.0
12315,14,0,14,14,11.571428571428571,14.0,9,1.0,13.0
12316,38,0,37,38,9.552631578947368,32.0,10,1.0,24.0
12317,35,0,35,35,11.285714285714286,34.0,12,1.0,30.0
12318,7,0,7,7,10.0,7.0,3,1.0,7.0
12319,28,0,28,28,11.107142857142858,27.0,12,1.0,25.0
12320,27,0,27,27,9.814814814814815,25.0,7,1.0,17.0
12321,58,0,56,58,11.46551724137931,53.0,52,2.0,51.0
12322,16,0,16,16,10.625,15.0,8,1.0,16.0
12323,52,0,52,52,12.326923076923077,49.0,26,1.0,38.0
12324,15,0,15,15,10.133333333333333,14.0,7,1.0,13.0
12325,29,0,29,29,10.03448275862069,24.0,12,1.0,28.0
12326,50,0,47,50,11.06,39.0,25,1.0,32.0
12327,10,0,10,10,9.7,10.0,1,1.0,9.0
12328,37,0,37,37,11.27027027027027,36.0,17,1.0,31.0
12329,14,0,14,14,9.142857142857142,14.0,5,1.0,13.0
12330,76,1,71,76,11.342105263157896,64.0,22,1.0,53.0
12331,24,11,24,24,13.75,24.0,9,1.0,24.0
12332,16,0,16,16,11.25,16.0,12,2.0,15.0
12333,5,0,5,5,7.8,5.0,4,1.0,5.0
12334,8,0,8,8,14.875,8.0,3,1.0,8.0
12335,27,0,27,27,13.88888888888889,27.0,7,1.0,22.0
12336,5,0,5,5,9.8,5.0,5,1.0,5.0
12337,51,0,51,51,10.529411764705882,46.0,20,2.0,45.0
12338,21,0,21,21,12.095238095238095,21.0,12,1.0,20.0
12339,41,0,41,41,11.536585365853659,36.0,27,1.0,35.0
12340,25,0,25,25,10.8,23.0,15,1.0,23.0
12341,64,0,59,64,10.125,59.0,31,1.0,42.0
12343,47,1,44,47,11.574468085106384,45.0,17,1.0,30.0
12344,62,0,60,62,9.290322580645162,56.0,26,1.0,47.0
12345,19,2,18,19,10.105263157894736,19.0,14,1.0,15.0
12346,14,0,14,14,9.428571428571429,14.0,10,1.0,12.0
12347,34,0,32,34,11.058823529411764,34.0,16,1.0,26.0
12348,106,0,106,106,9.849056603773585,88.0,42,3.0,76.0
12349,39,0,39,39,13.384615384615385,36.0,9,1.0,29.0
12350,15,0,15,15,14.6,15.0,7,1.0,14.0
12351,11,0,11,11,11.909090909090908,11.0,5,1.0,11.0
12352,5,0,5,5,11.6,5.0,1,1.0,5.0
12353,29,0,24,29,8.448275862068966,26.0,22,1.0,16.0
12354,37,11,37,37,9.72972972972973,33.0,19,1.0,35.0
12355,71,0,71,71,11.267605633802816,64.0,53,1.0,54.0
12357,14,0,13,14,10.642857142857142,13.0,13,1.0,11.0
12358,44,0,44,44,12.295454545454545,42.0,25,1.0,34.0
12360,32,16,30,32,12.71875,31.0,20,1.0,26.0
12361,31,0,31,31,9.709677419354838,30.0,9,1.0,27.0
12362,22,0,22,22,10.545454545454545,22.0,13,1.0,15.0
12363,12,0,12,12,16.5,12.0,6,1.0,11.0
12364,11,0,11,11,12.272727272727273,10.0,4,1.0,11.0
12365,52,3,51,52,11.403846153846153,42.0,20,1.0,42.0
12366,115,0,115,115,11.817391304347826,96.0,33,5.0,80.0
12367,2,0,2,2,9.5,2.0,2,1.0,2.0
12368,59,0,57,59,11.966101694915254,50.0,16,1.0,45.0
12369,50,0,48,50,13.14,44.0,17,1.0,42.0
12370,13,0,13,13,9.076923076923077,11.0,10,1.0,13.0
12371,153,0,124,153,11.372549019607844,135.0,79,2.0,70.0
12372,1,0,1,1,9.0,1.0,1,1.0,1.0
12375,1,0,1,1,11.0,1.0,0,1.0,1.0
12376,37,0,37,37,10.27027027027027,35.0,14,1.0,29.0
12377,88,3,84,88,11.034090909090908,76.0,19,1.0,60.0
12378,25,0,24,25,12.28,24.0,2,1.0,21.0
12379,37,1,37,37,10.378378378378379,34.0,17,2.0,32.0
12380,16,0,16,16,9.5625,16.0,6,1.0,16.0
12381,47,0,46,47,12.425531914893616,45.0,26,1.0,38.0
12382,28,0,28,28,13.928571428571429,27.0,9,1.0,23.0
12383,22,0,22,22,12.5,22.0,11,2.0,22.0
12384,183,0,174,183,11.737704918032787,150.0,43,1.0,87.0
12385,16,0,16,16,9.375,16.0,9,1.0,16.0
12386,85,0,77,85,10.011764705882353,77.0,54,1.0,58.0
12387,9,0,9,9,9.11111111111111,9.0,8,1.0,8.0
12388,31,0,29,31,9.870967741935484,30.0,23,6.0,27.0
12389,47,0,46,47,9.51063829787234,43.0,22,1.0,38.0
12390,21,0,21,21,12.047619047619047,20.0,4,1.0,21.0
12391,17,2,16,17,11.529411764705882,14.0,8,2.0,14.0
12393,87,0,86,87,11.885057471264368,74.0,51,1.0,64.0
12394,39,0,39,39,11.051282051282051,37.0,18,1.0,37.0
12395,4,0,4,4,7.75,4.0,3,1.0,4.0
12396,46,0,46,46,13.304347826086957,42.0,16,1.0,34.0
12397,73,0,73,73,11.26027397260274,70.0,21,1.0,61.0
12398,2,0,2,2,10.0,2.0,0,1.0,2.0
12399,9,0,9,9,11.88888888888889,9.0,6,1.0,9.0
12400,12,0,12,12,10.75,11.0,8,3.0,11.0
12401,28,0,28,28,11.142857142857142,27.0,15,1.0,22.0
12402,37,0,36,37,10.891891891891891,36.0,20,1.0,29.0
12403,44,0,43,44,11.136363636363637,34.0,15,1.0,34.0
12404,114,0,111,114,10.956140350877194,101.0,40,1.0,55.0
12405,71,0,70,71,11.169014084507042,69.0,6,1.0,38.0
12406,103,0,92,103,10.825242718446601,88.0,38,1.0,55.0
12407,21,1,21,21,11.523809523809524,21.0,10,1.0,19.0
12408,4,0,4,4,9.0,4.0,1,1.0,4.0
12409,61,0,61,61,13.655737704918034,53.0,28,1.0,44.0
12410,38,0,38,38,10.947368421052632,33.0,18,1.0,34.0
12411,117,0,114,117,10.025641025641026,85.0,40,1.0,76.0
12412,30,0,28,30,10.633333333333333,29.0,8,1.0,24.0
12413,13,0,13,13,12.153846153846153,12.0,3,1.0,11.0
12414,12,0,12,12,10.416666666666666,12.0,5,2.0,9.0
12415,74,0,66,74,9.932432432432432,58.0,23,1.0,44.0
12416,24,0,24,24,10.083333333333334,22.0,12,1.0,22.0
12417,45,1,44,45,11.28888888888889,43.0,8,1.0,35.0
12418,5,1,5,5,8.2,5.0,2,1.0,5.0
12419,52,0,52,52,11.961538461538462,49.0,28,1.0,39.0
12420,59,0,59,59,10.423728813559322,54.0,49,1.0,44.0
12421,56,0,54,56,13.142857142857142,49.0,39,1.0,44.0
12422,96,0,94,96,10.21875,81.0,38,3.0,57.0
12423,57,0,53,57,10.56140350877193,53.0,9,5.0,43.0
12424,45,0,45,45,13.044444444444444,41.0,21,1.0,34.0
12425,7,0,7,7,14.857142857142858,6.0,6,1.0,7.0
12426,23,0,23,23,11.0,22.0,4,1.0,15.0
12427,151,0,145,151,11.19205298013245,130.0,47,1.0,86.0
12428,3,0,3,3,15.333333333333334,3.0,1,1.0,3.0
12429,84,0,80,84,10.678571428571429,77.0,27,1.0,60.0
12430,8,0,8,8,11.875,8.0,4,1.0,8.0
12432,12,0,12,12,10.5,12.0,2,1.0,11.0
12433,1,0,1,1,10.0,1.0,1,1.0,1.0
12435,53,0,53,53,9.264150943396226,48.0,33,1.0,42.0
12436,211,0,190,211,10.663507109004739,154.0,30,1.0,102.0
12437,6,0,6,6,10.166666666666666,5.0,3,1.0,6.0
12438,12,0,12,12,12.333333333333334,12.0,3,1.0,12.0
12439,20,0,20,20,11.6,20.0,7,1.0,17.0
12440,154,0,151,154,10.681818181818182,115.0,46,1.0,105.0
12441,14,0,13,14,7.5,12.0,10,2.0,12.0
12442,153,22,146,153,11.4640522875817,116.0,83,1.0,78.0
12443,27,0,27,27,11.814814814814815,26.0,13,1.0,21.0
12444,18,0,18,18,11.444444444444445,16.0,11,1.0,18.0
12445,9,0,9,9,10.555555555555555,9.0,5,1.0,8.0
12446,59,0,56,59,11.932203389830509,43.0,28,1.0,48.0
12447,8,0,8,8,9.25,8.0,7,1.0,8.0
12448,90,0,86,90,11.055555555555555,82.0,27,3.0,53.0
12449,34,6,34,34,12.411764705882353,33.0,12,1.0,31.0
12451,9,0,9,9,10.555555555555555,8.0,2,1.0,9.0
12452,4,0,4,4,6.25,4.0,4,1.0,4.0
12453,27,1,26,27,10.925925925925926,24.0,10,1.0,20.0
12454,11,0,10,11,7.636363636363637,11.0,2,1.0,10.0
12455,32,0,30,32,14.09375,32.0,14,1.0,24.0
12456,13,0,13,13,14.846153846153847,13.0,2,1.0,13.0
12457,34,2,32,34,13.588235294117647,29.0,19,1.0,20.0
12458,12,0,12,12,12.75,12.0,8,1.0,12.0
12459,42,0,41,42,11.880952380952381,41.0,23,1.0,33.0
12460,47,0,46,47,10.702127659574469,37.0,20,1.0,41.0
12461,8,0,8,8,13.625,6.0,4,2.0,8.0
12462,9,0,9,9,10.555555555555555,9.0,3,1.0,9.0
12463,35,0,35,35,11.228571428571428,33.0,12,1.0,29.0
12465,37,0,35,37,11.64864864864865,36.0,13,1.0,25.0
12466,44,0,43,44,13.886363636363637,38.0,15,1.0,36.0
12467,11,0,10,11,11.727272727272727,11.0,8,1.0,10.0
12468,44,0,43,44,12.0,43.0,29,1.0,27.0
12469,21,0,21,21,9.666666666666666,21.0,15,1.0,21.0
12470,1,0,1,1,6.0,1.0,0,1.0,1.0
12471,46,0,46,46,11.434782608695652,45.0,8,1.0,40.0
12472,27,0,27,27,10.518518518518519,23.0,12,1.0,24.0
12473,77,0,71,77,9.675324675324676,71.0,36,1.0,52.0
12474,54,1,54,54,12.351851851851851,47.0,31,1.0,46.0
12475,66,12,66,66,9.484848484848484,54.0,40,1.0,47.0
12476,34,0,34,34,10.411764705882353,29.0,15,1.0,29.0
12477,5,0,5,5,9.2,5.0,4,1.0,5.0
12478,24,0,24,24,10.0,23.0,3,1.0,18.0
12479,5,0,5,5,8.6,5.0,3,1.0,5.0
12480,58,0,57,58,10.327586206896552,54.0,41,1.0,48.0
12481,28,0,28,28,9.571428571428571,24.0,11,2.0,22.0
12482,14,0,14,14,11.928571428571429,13.0,8,1.0,9.0
12483,276,0,266,276,11.43840579710145,223.0,61,2.0,130.0
12484,33,0,33,33,10.212121212121213,32.0,20,1.0,26.0
12485,75,1,74,75,10.613333333333333,70.0,37,1.0,44.0
12486,27,0,27,27,11.703703703703704,26.0,9,1.0,23.0
12487,235,0,230,235,10.94468085106383,211.0,19,1.0,113.0
12488,15,0,15,15,10.466666666666667,15.0,8,2.0,15.0
12489,4,0,4,4,9.5,4.0,2,1.0,4.0
12490,54,0,52,54,11.203703703703704,42.0,36,1.0,33.0
12491,65,0,63,65,10.476923076923077,54.0,32,1.0,47.0
12492,45,0,45,45,11.11111111111111,44.0,21,1.0,34.0
12493,76,0,75,76,11.697368421052632,71.0,41,1.0,59.0
12494,16,0,16,16,15.875,15.0,8,1.0,13.0
12495,142,0,138,142,12.21830985915493,104.0,67,2.0,75.0
12496,23,0,22,23,14.173913043478262,20.0,11,2.0,19.0
12497,58,0,55,58,11.413793103448276,48.0,31,1.0,41.0
12498,1,0,1,1,10.0,1.0,1,1.0,1.0
12499,18,0,18,18,12.777777777777779,17.0,8,2.0,16.0
12500,38,0,34,38,11.026315789473685,33.0,8,1.0,29.0
12501,133,0,132,133,10.210526315789474,101.0,81,2.0,78.0
12502,11,0,11,11,10.272727272727273,11.0,6,1.0,10.0
12503,15,0,15,15,11.266666666666667,14.0,11,1.0,15.0
12504,9,0,6,9,16.0,8.0,5,1.0,6.0
12505,93,0,93,93,10.483870967741936,73.0,54,2.0,65.0
12506,7,0,7,7,18.0,7.0,4,2.0,7.0
12507,14,0,14,14,9.857142857142858,14.0,10,1.0,14.0
12508,1,0,1,1,16.0,1.0,0,1.0,1.0
12509,45,0,45,45,8.644444444444444,41.0,38,5.0,39.0
12510,32,0,32,32,14.3125,31.0,15,1.0,24.0
12511,19,0,18,19,10.578947368421053,19.0,4,3.0,15.0
12512,41,0,40,41,12.341463414634147,38.0,34,1.0,35.0
12513,10,0,10,10,11.9,9.0,3,2.0,10.0
12514,107,0,104,107,10.355140186915888,99.0,26,1.0,62.0
12515,41,1,40,41,11.585365853658537,41.0,19,3.0,32.0
12516,78,0,71,78,11.282051282051283,66.0,52,1.0,46.0
12517,44,0,43,44,10.704545454545455,44.0,14,1.0,33.0
12518,129,0,126,129,11.356589147286822,106.0,56,1.0,84.0
12519,20,0,20,20,15.0,17.0,17,1.0,20.0
12520,60,0,58,60,12.566666666666666,55.0,10,1.0,42.0
12521,9,0,9,9,11.11111111111111,9.0,3,1.0,9.0
12522,38,1,38,38,9.552631578947368,38.0,21,1.0,32.0
12523,2,0,2,2,9.5,2.0,1,1.0,2.0
12524,4,0,4,4,14.0,4.0,0,1.0,4.0
12525,149,0,146,149,10.664429530201343,128.0,19,1.0,91.0
12526,49,0,49,49,12.755102040816327,33.0,28,2.0,41.0
12527,85,0,82,85,10.16470588235294,77.0,31,1.0,59.0
12528,28,0,28,28,14.071428571428571,27.0,8,1.0,24.0
12529,75,0,75,75,10.533333333333333,65.0,11,1.0,61.0
12530,30,0,30,30,11.633333333333333,28.0,11,1.0,25.0
12531,103,0,101,103,11.815533980582524,86.0,27,1.0,68.0
12532,97,0,90,97,11.402061855670103,78.0,30,1.0,58.0
12533,219,0,207,219,11.333333333333334,159.0,107,2.0,111.0
12534,8,0,8,8,8.375,8.0,4,1.0,8.0
12535,30,0,30,30,12.466666666666667,28.0,22,1.0,26.0
12536,44,0,44,44,13.431818181818182,41.0,25,1.0,40.0
12537,8,0,8,8,9.125,8.0,6,2.0,8.0
12538,128,9,120,128,11.890625,114.0,30,1.0,86.0
12539,36,5,36,36,10.694444444444445,31.0,15,1.0,33.0
12540,3,0,3,3,9.0,3.0,3,1.0,3.0
12541,14,0,14,14,9.714285714285714,14.0,6,1.0,14.0
12542,80,0,77,80,10.725,70.0,17,1.0,54.0
12543,39,0,39,39,11.23076923076923,35.0,25,2.0,34.0
12545,11,0,11,11,8.545454545454545,10.0,5,1.0,10.0
12546,87,0,85,87,11.862068965517242,66.0,43,2.0,65.0
12547,12,0,12,12,9.5,11.0,8,3.0,12.0
12548,16,0,16,16,13.0625,16.0,5,1.0,15.0
12549,11,0,11,11,10.818181818181818,11.0,6,1.0,11.0
12550,58,0,58,58,11.051724137931034,52.0,38,1.0,41.0
12551,30,0,30,30,12.5,29.0,13,1.0,27.0
12552,14,0,14,14,9.928571428571429,14.0,9,1.0,14.0
12553,12,0,12,12,8.833333333333334,12.0,4,1.0,11.0
12554,8,0,8,8,14.875,8.0,2,1.0,8.0
12555,21,0,20,21,12.333333333333334,21.0,11,3.0,17.0
12556,206,1,200,206,10.475728155339805,171.0,30,1.0,55.0
12557,31,0,30,31,10.903225806451612,29.0,9,2.0,27.0
12558,4,0,4,4,8.75,4.0,2,1.0,4.0
12559,45,1,42,45,10.8,45.0,29,1.0,34.0
12560,55,0,55,55,11.145454545454545,48.0,25,1.0,47.0
12561,96,2,90,96,10.583333333333334,71.0,37,1.0,67.0
12562,132,0,124,132,10.909090909090908,115.0,34,1.0,70.0
12563,8,0,8,8,13.0,8.0,4,1.0,8.0
12564,31,0,28,31,12.193548387096774,28.0,5,1.0,23.0
12565,32,0,32,32,11.21875,30.0,17,6.0,26.0
12566,17,0,17,17,16.0,16.0,4,1.0,15.0
12567,9,0,8,9,11.333333333333334,8.0,2,1.0,8.0
12568,47,0,44,47,11.297872340425531,43.0,20,1.0,39.0
12569,13,0,12,13,11.461538461538462,13.0,7,1.0,12.0
12570,3,0,3,3,11.666666666666666,3.0,1,1.0,3.0
12571,10,0,10,10,11.5,10.0,6,1.0,10.0
12572,192,0,189,192,11.354166666666666,138.0,12,3.0,87.0
12573,39,0,38,39,12.743589743589743,34.0,14,1.0,33.0
12574,71,0,71,71,11.070422535211268,57.0,25,2.0,58.0
12575,36,0,34,36,11.86111111111111,34.0,30,1.0,27.0
12576,13,0,13,13,12.538461538461538,12.0,7,1.0,12.0
12577,30,0,29,30,12.6,26.0,15,1.0,21.0
12578,16,0,15,16,12.0625,16.0,12,1.0,11.0
12579,3,0,3,3,17.666666666666668,3.0,1,1.0,3.0
12580,144,0,128,144,11.493055555555555,133.0,63,1.0,64.0
12581,48,0,48,48,12.4375,35.0,41,1.0,40.0
12582,10,0,10,10,11.9,10.0,8,1.0,10.0
12583,10,0,10,10,12.1,10.0,4,1.0,10.0
12585,17,0,17,17,10.941176470588236,17.0,9,1.0,12.0
12586,21,0,21,21,10.571428571428571,20.0,5,1.0,18.0
12587,44,0,44,44,11.886363636363637,35.0,14,1.0,40.0
12588,43,0,43,43,10.651162790697674,37.0,18,2.0,38.0
12589,26,0,26,26,10.653846153846153,26.0,11,1.0,25.0
12590,1,0,1,1,11.0,1.0,0,1.0,1.0
12591,39,0,39,39,13.820512820512821,37.0,12,1.0,31.0
12592,7,0,7,7,11.857142857142858,7.0,2,1.0,7.0
12593,57,0,53,57,11.578947368421053,52.0,21,1.0,41.0
12594,44,1,41,44,13.431818181818182,42.0,19,1.0,34.0
12595,40,0,40,40,12.2,33.0,28,1.0,34.0
12596,19,0,18,19,12.631578947368421,17.0,12,4.0,15.0
12597,12,0,12,12,10.0,12.0,9,1.0,12.0
12598,1,0,1,1,19.0,1.0,1,1.0,1.0
12599,18,1,18,18,9.222222222222221,17.0,10,1.0,15.0
12600,31,0,31,31,12.064516129032258,29.0,14,1.0,24.0
12601,41,0,40,41,11.731707317073171,40.0,10,1.0,33.0
12602,7,0,6,7,10.0,7.0,5,2.0,6.0
12603,24,0,24,24,9.75,23.0,17,1.0,21.0
12604,12,0,12,12,9.75,12.0,7,1.0,12.0
12605,30,0,30,30,12.666666666666666,29.0,9,1.0,27.0
12606,11,0,11,11,13.454545454545455,11.0,4,1.0,11.0
12607,8,0,8,8,10.875,8.0,3,1.0,8.0
12608,7,0,7,7,8.857142857142858,7.0,1,2.0,3.0
12609,4,0,4,4,14.25,4.0,2,1.0,4.0
12610,3,0,3,3,20.0,3.0,3,1.0,3.0
12611,8,0,8,8,9.875,8.0,6,1.0,7.0
12613,15,0,15,15,11.2,15.0,6,1.0,15.0
12614,6,0,6,6,11.0,6.0,6,1.0,6.0
12615,5,1,5,5,9.0,5.0,3,1.0,5.0
12616,6,0,6,6,12.166666666666666,6.0,6,1.0,6.0
12617,14,1,14,14,13.642857142857142,13.0,9,1.0,12.0
12618,7,0,7,7,14.428571428571429,7.0,2,1.0,7.0
12619,82,1,81,82,9.829268292682928,73.0,25,1.0,60.0
12620,17,0,17,17,10.588235294117647,16.0,4,1.0,14.0
12621,63,17,63,63,12.555555555555555,61.0,37,1.0,50.0
12622,26,0,26,26,11.038461538461538,23.0,21,1.0,26.0
12623,97,0,86,97,11.556701030927835,72.0,18,1.0,61.0
12624,38,0,38,38,10.263157894736842,38.0,19,1.0,32.0
12625,187,0,178,187,11.668449197860962,153.0,86,1.0,97.0
12626,72,2,69,72,11.48611111111111,56.0,40,1.0,49.0
12627,30,0,30,30,9.033333333333333,27.0,16,1.0,29.0
